lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0683	991.0	505.0	2524.0	1464.0	408.0	3175.0	5224.0	3482.0	973.0	5654.0	2740.0	2865.0	2132.0	3619.0	628.0	1394.0	1527.0	761.0	1679.0	1136.0	4312.0	1223.0	5129.0	4021.0	730.0	6181.0	8359.0	5237.0	4323.0	3586.0	280.0	481.0	462.0	2321.0	89520.8	1171454.0	1809045.191482
sub-0684	766.0	611.0	2041.0	1524.0	399.0	2763.0	3908.0	3159.0	756.0	4805.0	2381.0	2813.0	1914.0	2843.0	534.0	1142.0	1569.0	704.0	1276.0	1214.0	3307.0	990.0	3902.0	3155.0	792.0	4628.0	6667.0	4489.0	3140.0	3927.0	225.0	535.0	345.0	2087.0	75212.4	1005326.0	1501430.978389
sub-0685	871.0	683.0	1797.0	1510.0	315.0	3102.0	3801.0	2808.0	712.0	4986.0	2401.0	2223.0	1714.0	2974.0	578.0	1459.0	1600.0	595.0	1327.0	1089.0	3591.0	1165.0	4343.0	3079.0	853.0	4812.0	7157.0	5143.0	3256.0	2904.0	287.0	419.0	388.0	2480.0	76408.3	1016963.0	977462.100613
sub-0686	1170.0	692.0	2161.0	1907.0	587.0	3895.0	5460.0	4102.0	1227.0	6804.0	3053.0	4385.0	1932.0	3964.0	910.0	1462.0	1710.0	918.0	1970.0	1852.0	4477.0	1166.0	4868.0	4168.0	1226.0	6692.0	8478.0	5903.0	4532.0	4668.0	312.0	474.0	566.0	2892.0	100504.0	1339180.0	1925470.507426
sub-0687	846.0	500.0	2105.0	1245.0	325.0	2859.0	5385.0	3499.0	866.0	5046.0	2591.0	2899.0	1876.0	3352.0	633.0	1200.0	1561.0	640.0	1174.0	1158.0	3756.0	1144.0	3957.0	3269.0	911.0	4613.0	7107.0	4561.0	3282.0	3645.0	240.0	434.0	343.0	2235.0	79247.0	1102075.0	1556032.871753
sub-0688	1147.0	682.0	2613.0	1598.0	462.0	3250.0	4752.0	3907.0	1130.0	5321.0	2888.0	3058.0	1981.0	3596.0	822.0	1331.0	1565.0	709.0	1377.0	1341.0	4935.0	1273.0	5034.0	4589.0	979.0	6528.0	8498.0	5231.0	4338.0	4038.0	263.0	486.0	433.0	2400.0	92544.0	1259385.0	1629889.457301
sub-0689	779.0	516.0	1988.0	1527.0	540.0	2943.0	3676.0	3291.0	863.0	4776.0	2561.0	2799.0	1980.0	2551.0	689.0	1235.0	1577.0	726.0	1343.0	1320.0	3657.0	1101.0	4337.0	3565.0	799.0	5252.0	7251.0	4995.0	3357.0	3206.0	209.0	445.0	406.0	2127.0	78385.2	1066139.0	1294736.514987
sub-0690	1037.0	568.0	2385.0	1698.0	564.0	3620.0	4241.0	3744.0	856.0	5321.0	2686.0	2475.0	1999.0	3520.0	785.0	1362.0	1581.0	722.0	1364.0	1291.0	4477.0	1132.0	5046.0	3781.0	724.0	6231.0	7891.0	5254.0	4403.0	4405.0	226.0	474.0	421.0	2634.0	88917.9	1216451.0	1695198.247369
sub-0691	865.0	600.0	2016.0	1200.0	497.0	2702.0	4069.0	3611.0	939.0	4706.0	2627.0	2413.0	2138.0	2965.0	625.0	1550.0	1552.0	715.0	1297.0	1072.0	4303.0	1278.0	4362.0	3307.0	755.0	5513.0	6622.0	4846.0	3867.0	4144.0	276.0	396.0	395.0	2159.0	80373.9	1079559.0	1562062.012821
sub-0692	1072.0	570.0	2649.0	1547.0	347.0	3806.0	5758.0	4312.0	918.0	5581.0	2765.0	3633.0	1925.0	3628.0	593.0	1696.0	2328.0	777.0	1807.0	1573.0	5276.0	1056.0	5820.0	4981.0	892.0	6865.0	9353.0	6837.0	4797.0	4286.0	279.0	361.0	739.0	3003.0	101821.0	1273509.0	1813586.868986
sub-0693	1013.0	863.0	2453.0	1520.0	448.0	3546.0	4867.0	3048.0	983.0	4944.0	2763.0	3309.0	2233.0	3285.0	717.0	1388.0	1717.0	691.0	1391.0	1476.0	4103.0	1346.0	4421.0	4018.0	842.0	5999.0	7368.0	5868.0	4153.0	4735.0	203.0	390.0	500.0	2250.0	88844.1	1201131.0	1664605.428026
sub-0694	995.0	548.0	2355.0	1275.0	582.0	3334.0	3515.0	3171.0	925.0	4327.0	2804.0	2744.0	1790.0	2891.0	651.0	1193.0	1293.0	731.0	1297.0	951.0	4004.0	1187.0	4373.0	3418.0	767.0	6226.0	6799.0	4600.0	3552.0	3961.0	212.0	502.0	367.0	2052.0	79391.9	1031162.0	1175332.025211
sub-0695	1090.0	594.0	1887.0	1169.0	451.0	2858.0	4264.0	3155.0	891.0	5334.0	2566.0	2722.0	2001.0	3418.0	581.0	1285.0	1794.0	744.0	1442.0	1230.0	3729.0	1101.0	4367.0	3369.0	875.0	5494.0	7347.0	4799.0	3684.0	3013.0	266.0	421.0	343.0	2085.0	80345.0	1109584.0	1546445.813962
sub-0696	1041.0	495.0	1844.0	1028.0	405.0	2602.0	4078.0	3419.0	782.0	4092.0	2645.0	2221.0	1732.0	3235.0	575.0	1136.0	1409.0	623.0	1147.0	796.0	3353.0	852.0	3973.0	3147.0	661.0	4971.0	5919.0	4580.0	3609.0	4061.0	249.0	424.0	434.0	1896.0	73436.0	1018297.0	1340487.366959
sub-0697	1281.0	605.0	2019.0	1276.0	481.0	3664.0	4677.0	3531.0	958.0	4841.0	2879.0	2477.0	2102.0	3541.0	663.0	1652.0	1649.0	636.0	1298.0	1043.0	4849.0	1436.0	4990.0	3753.0	846.0	5568.0	8590.0	6601.0	4286.0	4637.0	294.0	409.0	487.0	2825.0	90807.2	1169294.0	1635246.126643
sub-0698	826.0	525.0	2334.0	2008.0	428.0	3747.0	4579.0	3867.0	1200.0	6748.0	3051.0	3114.0	2300.0	3798.0	750.0	1313.0	2038.0	838.0	1794.0	1739.0	4578.0	1011.0	4799.0	4925.0	1129.0	6270.0	8397.0	5832.0	4136.0	4008.0	267.0	459.0	450.0	2551.0	95808.1	1266176.0	1865248.326744
sub-0699	1197.0	437.0	1994.0	1178.0	539.0	3072.0	4573.0	2888.0	775.0	4921.0	2813.0	2900.0	1805.0	3037.0	674.0	1294.0	1427.0	773.0	1313.0	1098.0	3755.0	957.0	4328.0	3443.0	858.0	4693.0	6492.0	5603.0	3388.0	4071.0	217.0	501.0	369.0	2089.0	79471.3	1044938.0	1501643.720844
sub-0700	994.0	840.0	1999.0	1206.0	419.0	2884.0	4750.0	3594.0	812.0	4742.0	2563.0	2389.0	1934.0	3105.0	547.0	1291.0	1933.0	670.0	1672.0	956.0	3395.0	1148.0	4141.0	3535.0	851.0	5361.0	6993.0	5319.0	3454.0	3353.0	236.0	443.0	325.0	2488.0	80334.8	1049755.0	1518629.212157
sub-0701	1122.0	680.0	1928.0	1332.0	375.0	3253.0	4741.0	3283.0	888.0	5105.0	2543.0	2693.0	1911.0	3083.0	603.0	1139.0	1231.0	604.0	1115.0	1187.0	3793.0	1113.0	4299.0	3855.0	939.0	6103.0	7504.0	4927.0	3760.0	3970.0	242.0	460.0	368.0	2456.0	82582.3	1108868.0	1588924.013666
sub-0702	1366.0	422.0	2589.0	1658.0	507.0	3438.0	5429.0	4668.0	1154.0	6015.0	3063.0	2964.0	1862.0	4252.0	681.0	1596.0	1735.0	769.0	1469.0	1251.0	4356.0	1372.0	4947.0	4286.0	1022.0	7105.0	8770.0	6079.0	4392.0	5894.0	279.0	518.0	481.0	3009.0	99396.8	1303754.0	1781581.995906
sub-0703	1101.0	445.0	2764.0	1720.0	620.0	3607.0	4680.0	3913.0	1051.0	5588.0	2454.0	3097.0	2062.0	3359.0	729.0	1306.0	1793.0	711.0	1478.0	1616.0	4504.0	1144.0	4633.0	4966.0	767.0	5909.0	7739.0	6833.0	4199.0	3668.0	304.0	585.0	488.0	2343.0	92165.9	1261147.0	1761457.150518
sub-0704	1684.0	969.0	2200.0	1748.0	558.0	3800.0	5682.0	4301.0	1131.0	5933.0	3306.0	2841.0	2324.0	3860.0	624.0	1556.0	1878.0	878.0	1563.0	1270.0	4379.0	1599.0	5620.0	4602.0	1112.0	7362.0	7781.0	6622.0	4541.0	4729.0	317.0	571.0	366.0	2358.0	100063.0	1435508.0	2033195.790436
sub-0705	1066.0	607.0	2345.0	2016.0	425.0	3156.0	4543.0	3252.0	841.0	5405.0	2999.0	3502.0	2231.0	3285.0	716.0	1573.0	1815.0	799.0	1874.0	1509.0	3958.0	814.0	4456.0	4364.0	808.0	6286.0	7817.0	5568.0	4253.0	3982.0	315.0	504.0	447.0	2203.0	89731.2	1260472.0	1758273.207851
sub-0706	764.0	488.0	2000.0	1453.0	484.0	3202.0	5411.0	3384.0	830.0	4894.0	2618.0	2475.0	1901.0	2590.0	697.0	1295.0	2003.0	657.0	1595.0	1125.0	4433.0	1140.0	4288.0	3709.0	663.0	5450.0	6581.0	4919.0	3945.0	3917.0	274.0	475.0	527.0	2455.0	82531.4	1123245.0	1564805.799072
sub-0707	1173.0	668.0	2789.0	1498.0	522.0	3289.0	5911.0	3908.0	979.0	5952.0	2809.0	2590.0	2196.0	3305.0	703.0	1446.0	1921.0	718.0	1397.0	1141.0	4280.0	1415.0	5354.0	4042.0	971.0	6342.0	8705.0	5536.0	4629.0	4039.0	246.0	464.0	487.0	2596.0	94019.5	1162877.0	1637910.434989
sub-0708	849.0	522.0	2131.0	1455.0	397.0	3095.0	4635.0	3719.0	890.0	4887.0	2624.0	3181.0	1993.0	2980.0	680.0	1135.0	1482.0	645.0	1121.0	1390.0	4202.0	1130.0	5047.0	3478.0	774.0	5319.0	6944.0	5289.0	3854.0	4434.0	291.0	395.0	405.0	2049.0	83418.4	1148092.0	1520867.912366
sub-0709	786.0	482.0	2164.0	1481.0	434.0	2972.0	3695.0	2860.0	918.0	4989.0	2582.0	2884.0	1978.0	2647.0	580.0	1361.0	1851.0	708.0	1661.0	1225.0	4639.0	978.0	4528.0	4318.0	821.0	5570.0	7283.0	6016.0	3655.0	4782.0	248.0	409.0	394.0	2378.0	84276.5	1114242.0	1573707.913517
sub-0710	928.0	613.0	2040.0	1462.0	432.0	2672.0	4189.0	3012.0	942.0	5113.0	2280.0	2572.0	1507.0	2788.0	575.0	1198.0	1512.0	600.0	997.0	1306.0	3743.0	1072.0	4267.0	4314.0	613.0	4490.0	6198.0	6183.0	3049.0	3057.0	220.0	469.0	357.0	1777.0	76544.3	1088367.0	1376653.536325
sub-0711	1069.0	559.0	2140.0	1158.0	601.0	2939.0	4405.0	3812.0	858.0	4409.0	2535.0	2591.0	1604.0	3360.0	727.0	1185.0	1472.0	646.0	1122.0	1062.0	3793.0	1140.0	4655.0	3386.0	870.0	5588.0	7159.0	5483.0	3894.0	3914.0	259.0	486.0	421.0	2570.0	81858.9	1197680.0	1428770.806699
sub-0712	1062.0	524.0	1984.0	1560.0	438.0	2928.0	4539.0	3700.0	803.0	5472.0	2651.0	3427.0	2213.0	3847.0	631.0	1342.0	1553.0	725.0	1385.0	1572.0	3790.0	1136.0	4370.0	3829.0	775.0	6290.0	7380.0	5332.0	3909.0	3518.0	232.0	468.0	409.0	2173.0	85962.6	1148162.0	1557060.753233
sub-0713	1014.0	475.0	2042.0	1426.0	406.0	2900.0	3817.0	3578.0	1155.0	5474.0	2563.0	2987.0	1778.0	3295.0	685.0	1101.0	1268.0	752.0	1310.0	1230.0	3761.0	1062.0	4253.0	3733.0	645.0	5831.0	7398.0	6056.0	3532.0	3093.0	246.0	477.0	385.0	2346.0	82060.1	1154635.0	1508114.548436
sub-0714	1442.0	959.0	3080.0	1333.0	895.0	4126.0	5937.0	3868.0	1106.0	5824.0	3463.0	2820.0	2126.0	4098.0	867.0	1495.0	1685.0	863.0	1585.0	998.0	5273.0	1862.0	6289.0	4206.0	1357.0	7338.0	9271.0	6800.0	5249.0	6471.0	268.0	460.0	637.0	3009.0	107053.0	1426293.0	2061835.203356
sub-0715	1106.0	741.0	2890.0	2164.0	703.0	4293.0	6457.0	4717.0	1287.0	6246.0	3118.0	3992.0	2223.0	4608.0	880.0	1478.0	2398.0	953.0	2222.0	1922.0	4907.0	1431.0	5694.0	5709.0	1285.0	8016.0	9555.0	7392.0	4731.0	5341.0	330.0	604.0	591.0	3077.0	113059.0	1566680.0	2135858.770577
sub-0716	1273.0	643.0	3159.0	1301.0	384.0	3311.0	5210.0	3189.0	784.0	5261.0	2162.0	2538.0	1539.0	3512.0	652.0	1553.0	2200.0	577.0	1394.0	1151.0	5396.0	1203.0	5516.0	4366.0	920.0	5488.0	7845.0	6272.0	4762.0	4792.0	226.0	468.0	484.0	2630.0	92143.8	1217573.0	1797327.218047
sub-0717	1426.0	843.0	3077.0	1961.0	626.0	3838.0	6930.0	3594.0	1511.0	6752.0	3478.0	3054.0	2684.0	2995.0	796.0	1613.0	2564.0	1001.0	1764.0	1463.0	4967.0	1168.0	5519.0	4388.0	1251.0	7593.0	10642.0	6856.0	5107.0	5655.0	303.0	645.0	650.0	3064.0	109771.0	1434031.0	1975968.36163
sub-0718	1553.0	876.0	2448.0	1745.0	546.0	3545.0	5842.0	4438.0	1258.0	6268.0	3036.0	3390.0	2145.0	3977.0	699.0	1481.0	2546.0	702.0	1836.0	1429.0	4557.0	1363.0	5035.0	5187.0	1146.0	8303.0	8437.0	7092.0	4490.0	5212.0	281.0	593.0	576.0	2750.0	104782.0	1418838.0	1873931.137753
sub-0719	863.0	530.0	1585.0	1303.0	416.0	2697.0	3632.0	2838.0	847.0	4167.0	2304.0	2564.0	1536.0	2896.0	593.0	1263.0	1702.0	588.0	1509.0	1237.0	3252.0	1045.0	3794.0	3244.0	913.0	4872.0	6167.0	4210.0	3378.0	2895.0	239.0	328.0	384.0	2097.0	71887.4	1018860.0	1424038.177956
sub-0720	880.0	508.0	2538.0	1572.0	511.0	3083.0	3796.0	3449.0	964.0	5467.0	2482.0	3474.0	1867.0	2836.0	623.0	1392.0	1538.0	663.0	1296.0	1731.0	3966.0	1125.0	4555.0	3681.0	821.0	5445.0	7513.0	4769.0	3608.0	4406.0	253.0	525.0	395.0	2236.0	83949.5	1111642.0	1519530.824153
sub-0721	1220.0	669.0	2607.0	1835.0	380.0	3982.0	4498.0	4213.0	923.0	6016.0	3227.0	2981.0	2144.0	3793.0	773.0	1872.0	1934.0	762.0	1567.0	1224.0	4729.0	1160.0	5173.0	4952.0	1370.0	7213.0	9518.0	8043.0	5000.0	5073.0	246.0	452.0	699.0	2869.0	103077.0	1439034.0	2073431.894047
sub-0722	1210.0	777.0	2457.0	1526.0	327.0	3124.0	4508.0	3671.0	1065.0	5385.0	2944.0	2840.0	1903.0	3741.0	678.0	1350.0	1749.0	725.0	1303.0	1282.0	4687.0	1174.0	4727.0	4628.0	913.0	5810.0	7883.0	5446.0	3803.0	4278.0	239.0	472.0	400.0	2329.0	89338.8	1182217.0	1666430.182383
sub-0723	1117.0	661.0	1948.0	2101.0	456.0	3319.0	5901.0	3933.0	1107.0	6008.0	2694.0	3164.0	2096.0	3984.0	633.0	1348.0	1756.0	662.0	1426.0	1576.0	3907.0	1070.0	4513.0	4150.0	919.0	5938.0	7025.0	5283.0	3402.0	3240.0	250.0	527.0	348.0	2349.0	88802.2	1239635.0	1734816.763098
sub-0724	814.0	551.0	1971.0	1394.0	497.0	2749.0	4164.0	3078.0	799.0	4508.0	2504.0	2569.0	1537.0	2668.0	566.0	1202.0	1190.0	675.0	991.0	1194.0	3737.0	1024.0	4102.0	3216.0	615.0	4645.0	6007.0	4754.0	3152.0	3031.0	238.0	423.0	367.0	2207.0	73123.2	985003.0	1346773.704045
sub-0725	854.0	907.0	2152.0	1828.0	394.0	2741.0	4501.0	3196.0	899.0	4979.0	2344.0	2774.0	1740.0	2936.0	583.0	1412.0	1309.0	546.0	1308.0	1610.0	3673.0	1410.0	4216.0	3349.0	1093.0	5948.0	7890.0	5233.0	3959.0	3704.0	256.0	391.0	421.0	2777.0	83326.9	1175666.0	1628797.298429
sub-0726	917.0	591.0	2234.0	1335.0	470.0	3302.0	5096.0	3938.0	976.0	5175.0	2808.0	3022.0	1974.0	3626.0	582.0	1479.0	1732.0	760.0	1730.0	1285.0	4158.0	1409.0	4999.0	4170.0	1049.0	5825.0	8540.0	5927.0	4136.0	4306.0	260.0	476.0	393.0	2608.0	91279.2	1213360.0	1698615.173675
sub-0727	912.0	496.0	2583.0	1672.0	540.0	3181.0	4572.0	3327.0	1155.0	5594.0	2592.0	3254.0	1939.0	3037.0	643.0	1197.0	1601.0	676.0	1670.0	1535.0	3991.0	1208.0	4772.0	3754.0	915.0	6080.0	7352.0	4703.0	3847.0	3930.0	232.0	458.0	477.0	2213.0	86097.6	1146891.0	1564892.85908
sub-0728	965.0	547.0	2053.0	1271.0	345.0	3425.0	4328.0	2780.0	783.0	5722.0	2541.0	2138.0	1713.0	2844.0	721.0	1115.0	1530.0	864.0	1455.0	1087.0	3720.0	1026.0	4224.0	3432.0	898.0	5730.0	6614.0	5597.0	4031.0	3856.0	300.0	386.0	501.0	2530.0	80966.1	1049348.0	1368691.867309
sub-0729	977.0	414.0	1857.0	1452.0	508.0	3461.0	4034.0	3009.0	861.0	4975.0	2936.0	2712.0	1981.0	2775.0	660.0	1431.0	1459.0	769.0	1651.0	1159.0	4049.0	858.0	4868.0	3640.0	885.0	5455.0	8188.0	5669.0	4183.0	3217.0	270.0	481.0	476.0	2492.0	83796.7	1196111.0	1745065.085446
sub-0730	1001.0	595.0	2599.0	1296.0	608.0	3506.0	4303.0	3051.0	926.0	5282.0	2836.0	2975.0	2122.0	2982.0	721.0	1304.0	1822.0	698.0	1313.0	1181.0	3465.0	1117.0	4601.0	3663.0	787.0	5791.0	7726.0	4796.0	3725.0	4724.0	236.0	546.0	417.0	2074.0	84783.8	1126017.0	1198309.741798
sub-0731	981.0	605.0	2952.0	1388.0	509.0	3344.0	4860.0	3927.0	845.0	6231.0	2486.0	3429.0	1915.0	3315.0	663.0	1309.0	1567.0	650.0	1274.0	1655.0	4159.0	962.0	5180.0	3328.0	764.0	6739.0	7259.0	5203.0	3803.0	3708.0	276.0	492.0	367.0	2119.0	88266.8	1116366.0	1593036.837034
sub-0732	822.0	444.0	1991.0	1626.0	339.0	2800.0	3462.0	2252.0	819.0	5144.0	2428.0	2872.0	1438.0	2751.0	565.0	1260.0	1515.0	601.0	1314.0	1390.0	3483.0	954.0	4287.0	3296.0	644.0	4710.0	6487.0	4711.0	4061.0	3323.0	222.0	365.0	433.0	2082.0	74892.2	1016567.0	1489943.418488
sub-0733	936.0	586.0	2367.0	1583.0	530.0	3213.0	4479.0	3455.0	1187.0	4817.0	2795.0	3044.0	1804.0	3058.0	580.0	1322.0	1464.0	765.0	1119.0	1386.0	3917.0	1263.0	4457.0	4567.0	973.0	6422.0	7356.0	5975.0	3931.0	5517.0	227.0	528.0	499.0	2013.0	88052.6	1184047.0	1621815.789714
sub-0734	1089.0	780.0	2195.0	1318.0	566.0	2616.0	3959.0	3080.0	883.0	4307.0	2234.0	2810.0	1503.0	2833.0	625.0	1337.0	1455.0	668.0	1196.0	1196.0	3894.0	1133.0	3954.0	3413.0	888.0	5586.0	7428.0	5932.0	3474.0	4488.0	204.0	406.0	388.0	2179.0	80014.6	1076778.0	1509469.674816
sub-0735	925.0	505.0	1989.0	1416.0	572.0	2719.0	4359.0	3251.0	931.0	5174.0	2571.0	2417.0	1866.0	2860.0	685.0	1197.0	1565.0	647.0	1241.0	932.0	3828.0	932.0	4570.0	3509.0	820.0	4748.0	7025.0	5261.0	4011.0	3664.0	239.0	524.0	442.0	2364.0	79743.5	1084402.0	1486596.177967
sub-0736	1026.0	770.0	2930.0	1635.0	663.0	3809.0	6055.0	4243.0	989.0	6147.0	3283.0	3409.0	2329.0	3746.0	619.0	1635.0	1762.0	877.0	1447.0	1782.0	4761.0	1206.0	5014.0	4137.0	1148.0	7389.0	8791.0	5996.0	4547.0	4646.0	283.0	537.0	486.0	2612.0	100704.0	1333769.0	1985853.66012
sub-0737	1101.0	668.0	2134.0	1428.0	350.0	3199.0	4845.0	3509.0	1137.0	4752.0	2892.0	2962.0	2116.0	3268.0	716.0	1320.0	1519.0	836.0	1384.0	1360.0	3954.0	1184.0	4899.0	4323.0	859.0	5041.0	7836.0	6204.0	4071.0	3970.0	262.0	477.0	413.0	2441.0	87421.2	1208546.0	1711834.639681
sub-0738	965.0	1091.0	2153.0	1563.0	523.0	3308.0	5528.0	3722.0	960.0	4744.0	2832.0	3126.0	1988.0	3677.0	639.0	1574.0	1565.0	729.0	1325.0	1413.0	4344.0	1406.0	4807.0	3868.0	1021.0	6978.0	7220.0	5884.0	4178.0	3558.0	291.0	456.0	519.0	2213.0	90141.6	1276927.0	1783038.138014
sub-0739	1162.0	654.0	2561.0	1437.0	485.0	3567.0	4448.0	3372.0	1047.0	4652.0	3030.0	2876.0	1903.0	3525.0	602.0	1383.0	1813.0	695.0	1503.0	1344.0	4114.0	1338.0	5341.0	3931.0	912.0	6392.0	8173.0	5735.0	4417.0	5683.0	285.0	476.0	408.0	2490.0	91749.4	1255942.0	1737980.381868
sub-0740	882.0	555.0	1824.0	1274.0	455.0	2747.0	3114.0	3139.0	571.0	4040.0	2460.0	2205.0	1447.0	2782.0	588.0	1246.0	1463.0	696.0	1208.0	1197.0	3464.0	1023.0	4935.0	3015.0	561.0	5661.0	6375.0	4284.0	3649.0	3623.0	239.0	476.0	430.0	2347.0	73973.1	1047320.0	1429791.610324
sub-0741	1011.0	672.0	2332.0	1433.0	375.0	2925.0	4725.0	3540.0	985.0	5128.0	2877.0	2980.0	1951.0	3531.0	606.0	1829.0	1481.0	821.0	1404.0	1261.0	4348.0	1180.0	5553.0	4527.0	1023.0	5619.0	9196.0	5365.0	4635.0	4270.0	274.0	472.0	424.0	2552.0	91297.6	1331612.0	1948868.949661
sub-0742	698.0	711.0	3099.0	1532.0	341.0	3448.0	4086.0	3348.0	952.0	5988.0	3025.0	3541.0	2272.0	3179.0	736.0	1419.0	1976.0	798.0	1515.0	1757.0	4615.0	1329.0	6201.0	4738.0	889.0	6752.0	7418.0	6731.0	4636.0	4586.0	259.0	482.0	570.0	2384.0	96009.6	1312932.0	1871574.888998
sub-0743	1266.0	709.0	3065.0	1786.0	507.0	4243.0	6833.0	4323.0	1331.0	6630.0	3335.0	3429.0	2321.0	4130.0	758.0	1430.0	1774.0	890.0	1660.0	1649.0	5408.0	1459.0	6109.0	4315.0	1404.0	8634.0	9678.0	6463.0	4546.0	5657.0	359.0	483.0	596.0	3103.0	110268.0	1441870.0	1932474.547446
sub-0744	815.0	865.0	2222.0	1946.0	401.0	3021.0	4420.0	3313.0	1047.0	5412.0	2864.0	3814.0	2262.0	3388.0	641.0	1449.0	1427.0	761.0	1441.0	1961.0	4327.0	1385.0	5570.0	3720.0	1017.0	6698.0	8448.0	6181.0	3965.0	4068.0	282.0	558.0	429.0	2481.0	92580.1	1325656.0	1895524.156711
sub-0745	1211.0	595.0	2498.0	1849.0	582.0	3736.0	4518.0	3744.0	1095.0	5215.0	2948.0	2714.0	2149.0	3749.0	794.0	1542.0	1935.0	732.0	1740.0	1563.0	4504.0	1431.0	4887.0	4100.0	1214.0	7101.0	7755.0	5989.0	4670.0	4816.0	241.0	608.0	468.0	3099.0	95793.0	1362915.0	1914287.769842
sub-0746	1267.0	560.0	2366.0	1738.0	482.0	3722.0	4749.0	3679.0	886.0	4825.0	2921.0	3238.0	2093.0	3197.0	609.0	1497.0	1650.0	740.0	1187.0	1362.0	4160.0	1292.0	5178.0	3336.0	692.0	5873.0	7151.0	5110.0	3698.0	3746.0	247.0	483.0	322.0	2113.0	86128.9	1116252.0	1493301.126895
sub-0747	1172.0	787.0	2464.0	1626.0	381.0	3079.0	4772.0	3027.0	937.0	5418.0	2729.0	2745.0	2083.0	3603.0	588.0	1254.0	1562.0	609.0	1430.0	1577.0	4160.0	1386.0	4746.0	3443.0	1008.0	6244.0	8035.0	5070.0	4234.0	3431.0	218.0	439.0	419.0	2406.0	87065.8	1121066.0	1532835.314418
sub-0748	1477.0	962.0	2881.0	1790.0	688.0	3963.0	7310.0	4358.0	1167.0	6842.0	3711.0	3885.0	2353.0	4356.0	1009.0	1738.0	2395.0	903.0	1824.0	1556.0	5185.0	1229.0	6212.0	5835.0	1257.0	7985.0	10635.0	7619.0	5291.0	5417.0	251.0	510.0	469.0	3101.0	116156.0	1549410.0	2112982.371569
sub-0749	1069.0	641.0	2108.0	1754.0	523.0	3126.0	4864.0	3716.0	906.0	5959.0	2610.0	3542.0	1893.0	3745.0	667.0	1701.0	1527.0	635.0	1266.0	1683.0	4895.0	1464.0	5324.0	3917.0	899.0	5204.0	8125.0	5750.0	4109.0	5434.0	257.0	520.0	459.0	2229.0	92512.3	1183411.0	1525161.028732
sub-0750	890.0	512.0	2194.0	1703.0	501.0	3272.0	4199.0	3232.0	897.0	5649.0	2722.0	2542.0	1926.0	3100.0	790.0	1348.0	1453.0	751.0	1176.0	1344.0	3803.0	981.0	4986.0	3207.0	722.0	5429.0	7347.0	5279.0	4473.0	3778.0	277.0	484.0	477.0	2274.0	83717.1	1193363.0	1679363.804299
sub-0751	1176.0	616.0	2313.0	1472.0	547.0	3094.0	5446.0	2776.0	916.0	5648.0	2625.0	3173.0	1660.0	2888.0	620.0	1521.0	1365.0	671.0	1158.0	1533.0	3984.0	1263.0	4813.0	4075.0	694.0	5713.0	7317.0	5202.0	4705.0	3302.0	250.0	465.0	503.0	2567.0	86064.4	1170157.0	1614084.080702
sub-0752	1025.0	799.0	2607.0	1554.0	378.0	3418.0	4244.0	3180.0	1083.0	5979.0	2999.0	3430.0	1984.0	2862.0	728.0	1614.0	1491.0	771.0	1258.0	1560.0	4143.0	940.0	5159.0	4400.0	1047.0	6210.0	7431.0	6027.0	3928.0	4118.0	271.0	412.0	487.0	2317.0	89851.8	1234709.0	1821132.871259
sub-0753	1134.0	635.0	1717.0	1168.0	290.0	2893.0	4273.0	3601.0	882.0	4155.0	2398.0	2610.0	1820.0	3106.0	653.0	1154.0	1439.0	652.0	1553.0	1132.0	3563.0	1081.0	4010.0	3333.0	794.0	5507.0	6262.0	4739.0	3204.0	4306.0	233.0	397.0	388.0	2253.0	77331.3	1073775.0	1511268.190236
sub-0754	992.0	809.0	2967.0	1706.0	370.0	4138.0	5247.0	4236.0	1012.0	6050.0	3161.0	3330.0	2389.0	3566.0	747.0	1699.0	1745.0	757.0	1423.0	1526.0	4602.0	1444.0	5841.0	4599.0	1187.0	6490.0	8751.0	6446.0	4463.0	4464.0	248.0	482.0	379.0	2678.0	99943.4	1358202.0	1926818.132254
sub-0755	1320.0	463.0	2412.0	1433.0	502.0	3289.0	4666.0	3216.0	948.0	4955.0	2630.0	2470.0	1909.0	3212.0	684.0	1235.0	1453.0	621.0	1279.0	1240.0	3991.0	959.0	4638.0	4137.0	665.0	5003.0	6441.0	4911.0	3870.0	4527.0	243.0	450.0	429.0	2544.0	82736.3	1202882.0	1719032.431393
